label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
abdominal,72,108,377,279,100.png,512,512
abdominal,72,106,375,278,102.png,512,512
abdominal,74,106,373,278,104.png,512,512
abdominal,74,104,373,279,106.png,512,512
abdominal,76,102,369,279,108.png,512,512
abdominal,79,97,368,287,112.png,512,512
abdominal,84,94,363,290,116.png,512,512
abdominal,88,92,360,293,120.png,512,512
abdominal,91,88,359,300,124.png,512,512
abdominal,88,83,364,302,128.png,512,512
abdominal,85,79,370,306,132.png,512,512
abdominal,82,81,376,302,136.png,512,512
abdominal,80,77,381,303,140.png,512,512
abdominal,79,82,382,300,144.png,512,512
abdominal,78,87,384,298,148.png,512,512
abdominal,80,87,382,298,152.png,512,512
abdominal,80,89,382,294,156.png,512,512
abdominal,87,91,376,291,160.png,512,512
abdominal,88,92,378,289,164.png,512,512
abdominal,86,99,384,282,168.png,512,512
abdominal,83,102,389,283,172.png,512,512
abdominal,83,104,389,283,176.png,512,512
abdominal,80,111,394,279,180.png,512,512
abdominal,77,118,399,274,184.png,512,512
abdominal,76,124,400,268,188.png,512,512
abdominal,75,126,400,266,189.png,512,512
abdominal,75,128,404,264,190.png,512,512
abdominal,74,128,408,264,191.png,512,512
abdominal,73,132,405,260,192.png,512,512
abdominal,76,133,403,259,193.png,512,512
abdominal,74,135,404,258,194.png,512,512
lower,76,136,401,255,195.png,512,512
lower,74,138,404,255,196.png,512,512
lower,76,140,405,253,197.png,512,512
lower,74,144,406,249,198.png,512,512
lower,74,146,406,247,199.png,512,512
lower,74,148,405,243,200.png,512,512
lower,76,152,405,240,202.png,512,512
lower,78,156,401,235,204.png,512,512
lower,78,157,403,235,206.png,512,512
lower,80,160,400,232,208.png,512,512
lower,80,163,399,229,210.png,512,512
lower,83,165,396,229,212.png,512,512
lower,83,165,396,227,214.png,512,512
lower,82,167,395,225,216.png,512,512
lower,80,168,396,224,218.png,512,512
lower,82,170,396,222,220.png,512,512
lower,80,172,398,218,222.png,512,512
lower,81,171,397,219,224.png,512,512
lower,81,170,397,220,226.png,512,512
lower,80,168,396,219,228.png,512,512
lower,80,167,394,221,230.png,512,512
lower,79,166,396,223,232.png,512,512
lower,78,165,396,224,234.png,512,512
lower,79,165,395,223,236.png,512,512
lower,79,166,393,224,238.png,512,512
lower,80,168,392,221,240.png,512,512
lower,80,168,392,219,242.png,512,512
lower,80,170,391,214,244.png,512,512
lower,80,172,391,210,246.png,512,512
upper,0,154,512,223,39.png,512,512
upper,0,153,512,224,40.png,512,512
upper,1,151,511,228,42.png,512,512
upper,0,144,512,234,44.png,512,512
upper,0,144,512,234,46.png,512,512
upper,1,139,511,240,48.png,512,512
upper,0,138,512,241,50.png,512,512
upper,0,137,512,243,52.png,512,512
upper,0,133,512,249,54.png,512,512
upper,0,132,512,251,56.png,512,512
upper,0,129,512,255,58.png,512,512
upper,0,128,512,257,60.png,512,512
upper,0,126,512,258,62.png,512,512
upper,0,123,512,261,64.png,512,512
upper,0,122,512,262,66.png,512,512
upper,0,120,512,264,68.png,512,512
upper,0,119,512,265,70.png,512,512
upper,0,118,512,267,72.png,512,512
upper,0,114,465,272,76.png,512,512
upper,0,112,462,272,80.png,512,512
abdominal,1,114,458,272,82.png,512,512
abdominal,0,114,459,270,84.png,512,512
abdominal,0,113,456,270,86.png,512,512
abdominal,70,112,385,268,90.png,512,512
abdominal,71,112,382,269,94.png,512,512
abdominal,72,108,379,276,98.png,512,512
