label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,20,78,453,307,32.png,512,512
upper,28,78,434,308,36.png,512,512
upper,33,80,423,309,40.png,512,512
upper,39,82,410,308,44.png,512,512
upper,45,88,393,302,48.png,512,512
abdominal,50,84,383,306,50.png,512,512
abdominal,53,86,377,304,51.png,512,512
abdominal,57,85,373,304,52.png,512,512
abdominal,59,85,370,304,53.png,512,512
abdominal,61,86,367,304,54.png,512,512
abdominal,61,87,367,302,55.png,512,512
abdominal,63,88,363,300,56.png,512,512
abdominal,64,90,360,297,58.png,512,512
abdominal,65,90,359,297,60.png,512,512
abdominal,67,91,354,296,62.png,512,512
abdominal,72,93,346,293,64.png,512,512
abdominal,76,97,340,289,66.png,512,512
abdominal,90,105,320,276,70.png,512,512
abdominal,97,123,313,250,74.png,512,512
abdominal,99,133,317,236,78.png,512,512
abdominal,93,138,330,228,82.png,512,512
abdominal,82,138,353,227,86.png,512,512
