label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
abdominal,19,171,465,276,10.png,561,512
abdominal,67,32,410,410,100.png,561,512
abdominal,67,31,409,408,101.png,561,512
abdominal,70,33,405,407,103.png,561,512
abdominal,73,35,400,409,105.png,561,512
abdominal,76,37,403,406,107.png,561,512
abdominal,74,39,408,408,109.png,561,512
abdominal,73,40,411,407,110.png,561,512
abdominal,71,42,417,405,112.png,561,512
abdominal,67,46,423,402,114.png,561,512
abdominal,62,49,434,400,116.png,561,512
abdominal,60,55,440,394,118.png,561,512
abdominal,13,172,473,274,12.png,561,512
abdominal,56,63,450,386,121.png,561,512
abdominal,53,71,455,379,123.png,561,512
abdominal,52,77,459,374,125.png,561,512
abdominal,49,84,464,368,127.png,561,512
abdominal,46,92,467,360,129.png,561,512
abdominal,45,96,470,356,130.png,561,512
abdominal,43,101,473,352,131.png,561,512
abdominal,41,105,475,345,132.png,561,512
abdominal,41,109,475,341,133.png,561,512
lower,40,114,477,335,134.png,561,512
lower,38,118,480,332,135.png,561,512
lower,35,125,483,326,136.png,561,512
lower,34,131,483,320,137.png,561,512
lower,32,138,487,312,138.png,561,512
lower,30,145,487,304,139.png,561,512
abdominal,9,164,481,284,14.png,561,512
lower,28,157,490,291,141.png,561,512
lower,25,163,491,286,143.png,561,512
lower,23,168,491,280,145.png,561,512
lower,23,174,490,273,147.png,561,512
lower,21,178,490,266,149.png,561,512
abdominal,6,164,486,283,15.png,561,512
lower,19,182,490,264,150.png,561,512
lower,18,186,488,259,152.png,561,512
lower,18,191,485,253,154.png,561,512
lower,16,196,482,253,156.png,561,512
lower,15,202,485,246,158.png,561,512
abdominal,4,165,488,280,16.png,561,512
lower,15,207,483,240,161.png,561,512
lower,15,209,482,239,163.png,561,512
lower,15,212,477,236,165.png,561,512
lower,15,213,477,234,167.png,561,512
lower,15,214,475,231,169.png,561,512
abdominal,4,162,490,283,17.png,561,512
lower,16,214,475,229,170.png,561,512
lower,15,216,473,225,172.png,561,512
lower,15,217,471,220,174.png,561,512
abdominal,2,158,495,289,18.png,561,512
abdominal,2,157,497,288,19.png,561,512
abdominal,0,155,499,291,20.png,561,512
abdominal,0,152,500,295,21.png,561,512
abdominal,0,147,500,299,23.png,561,512
abdominal,0,148,500,296,25.png,561,512
abdominal,0,146,495,299,27.png,561,512
abdominal,0,143,489,302,29.png,561,512
abdominal,0,142,488,303,30.png,561,512
abdominal,0,125,466,317,36.png,561,512
abdominal,5,108,464,333,41.png,561,512
abdominal,54,103,416,338,43.png,561,512
abdominal,58,97,412,343,45.png,561,512
upper,44,183,436,262,5.png,561,512
upper,30,180,451,265,6.png,561,512
upper,30,178,453,269,7.png,561,512
upper,25,176,455,269,8.png,561,512
abdominal,23,176,461,272,9.png,561,512
