label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,15,141,497,320,229.png,512,512
upper,17,140,495,320,235.png,512,512
upper,19,138,493,323,241.png,512,512
upper,21,134,491,325,247.png,512,512
upper,22,131,490,328,253.png,512,512
upper,24,129,488,330,259.png,512,512
upper,26,125,486,333,265.png,512,512
upper,28,122,484,336,271.png,512,512
upper,27,120,485,339,274.png,512,512
abdominal,28,117,484,342,275.png,512,512
abdominal,29,120,483,338,276.png,512,512
abdominal,27,117,485,344,277.png,512,512
abdominal,29,117,483,341,278.png,512,512
abdominal,29,116,483,342,279.png,512,512
abdominal,27,116,485,344,280.png,512,512
abdominal,28,116,484,344,281.png,512,512
abdominal,29,114,483,344,282.png,512,512
abdominal,28,114,484,345,283.png,512,512
abdominal,29,112,480,347,284.png,512,512
abdominal,29,113,483,345,285.png,512,512
abdominal,29,112,483,347,286.png,512,512
abdominal,29,111,483,347,287.png,512,512
abdominal,30,110,482,351,288.png,512,512
abdominal,30,109,482,349,289.png,512,512
abdominal,30,108,482,352,290.png,512,512
abdominal,31,106,481,354,291.png,512,512
abdominal,29,106,483,354,292.png,512,512
abdominal,31,106,481,355,293.png,512,512
abdominal,32,106,480,351,294.png,512,512
abdominal,29,105,482,354,295.png,512,512
abdominal,29,105,481,351,296.png,512,512
abdominal,30,103,480,355,297.png,512,512
abdominal,31,103,481,355,298.png,512,512
abdominal,31,103,481,355,299.png,512,512
abdominal,33,103,479,355,300.png,512,512
abdominal,31,101,481,359,301.png,512,512
abdominal,30,101,480,359,302.png,512,512
abdominal,31,100,481,359,303.png,512,512
abdominal,31,97,481,361,304.png,512,512
abdominal,32,98,479,362,305.png,512,512
abdominal,32,97,480,363,306.png,512,512
abdominal,30,96,480,360,307.png,512,512
abdominal,33,96,479,362,308.png,512,512
abdominal,31,95,479,362,309.png,512,512
abdominal,33,95,477,359,310.png,512,512
abdominal,33,95,477,364,311.png,512,512
abdominal,33,92,477,365,312.png,512,512
abdominal,33,93,477,365,313.png,512,512
abdominal,33,90,475,368,314.png,512,512
abdominal,33,92,477,367,315.png,512,512
abdominal,31,91,479,366,316.png,512,512
abdominal,33,90,477,367,317.png,512,512
abdominal,32,90,477,364,318.png,512,512
abdominal,33,90,475,363,319.png,512,512
abdominal,33,88,475,372,320.png,512,512
abdominal,33,89,475,368,321.png,512,512
abdominal,33,88,476,366,322.png,512,512
abdominal,34,88,473,371,323.png,512,512
abdominal,32,84,475,373,324.png,512,512
abdominal,33,85,475,372,325.png,512,512
abdominal,34,87,473,370,326.png,512,512
abdominal,33,86,473,370,327.png,512,512
abdominal,33,83,475,373,328.png,512,512
abdominal,32,82,475,377,329.png,512,512
abdominal,33,80,475,374,330.png,512,512
abdominal,31,82,477,374,333.png,512,512
abdominal,33,79,472,376,337.png,512,512
abdominal,35,77,472,379,341.png,512,512
abdominal,35,75,469,381,345.png,512,512
abdominal,35,73,468,383,349.png,512,512
abdominal,35,69,467,387,353.png,512,512
abdominal,37,71,464,385,357.png,512,512
abdominal,39,67,462,387,361.png,512,512
abdominal,38,68,462,387,365.png,512,512
abdominal,36,65,462,391,369.png,512,512
abdominal,37,63,462,392,373.png,512,512
abdominal,37,61,460,392,377.png,512,512
abdominal,35,61,462,391,381.png,512,512
abdominal,39,57,458,397,385.png,512,512
abdominal,37,58,464,394,389.png,512,512
abdominal,34,57,462,392,393.png,512,512
abdominal,33,56,463,396,397.png,512,512
abdominal,36,56,461,395,401.png,512,512
abdominal,34,56,461,394,405.png,512,512
abdominal,34,54,462,394,409.png,512,512
abdominal,35,54,464,395,413.png,512,512
abdominal,33,51,465,400,417.png,512,512
abdominal,33,50,465,397,421.png,512,512
abdominal,32,48,466,400,425.png,512,512
abdominal,30,50,470,400,429.png,512,512
abdominal,29,48,470,401,433.png,512,512
abdominal,29,50,472,398,437.png,512,512
abdominal,29,48,471,398,443.png,512,512
abdominal,27,46,475,402,449.png,512,512
abdominal,27,46,478,402,455.png,512,512
abdominal,25,44,477,403,461.png,512,512
abdominal,25,44,479,402,467.png,512,512
abdominal,25,46,479,401,473.png,512,512
abdominal,22,39,484,408,479.png,512,512
abdominal,22,40,485,408,485.png,512,512
abdominal,19,43,484,403,491.png,512,512
abdominal,21,40,486,407,497.png,512,512
abdominal,21,44,490,402,503.png,512,512
abdominal,22,43,488,404,509.png,512,512
abdominal,22,43,487,403,515.png,512,512
abdominal,21,44,488,404,521.png,512,512
abdominal,22,46,487,402,527.png,512,512
abdominal,20,47,488,400,533.png,512,512
abdominal,19,46,490,404,539.png,512,512
abdominal,21,46,489,400,545.png,512,512
abdominal,18,48,488,398,551.png,512,512
abdominal,21,48,487,400,555.png,512,512
abdominal,20,44,488,404,561.png,512,512
abdominal,20,48,487,401,567.png,512,512
abdominal,22,49,485,399,573.png,512,512
abdominal,22,51,484,399,579.png,512,512
abdominal,23,52,484,398,585.png,512,512
abdominal,22,48,484,404,591.png,512,512
abdominal,24,51,481,399,597.png,512,512
abdominal,22,56,481,394,603.png,512,512
abdominal,20,50,481,405,609.png,512,512
abdominal,21,50,480,404,615.png,512,512
abdominal,20,54,481,402,621.png,512,512
abdominal,20,57,481,400,627.png,512,512
abdominal,22,59,479,397,633.png,512,512
abdominal,22,57,481,400,639.png,512,512
abdominal,22,59,479,400,645.png,512,512
abdominal,23,61,477,397,651.png,512,512
abdominal,25,63,473,398,657.png,512,512
abdominal,28,65,469,393,663.png,512,512
abdominal,26,65,470,396,669.png,512,512
abdominal,22,71,473,390,675.png,512,512
abdominal,18,70,477,391,681.png,512,512
abdominal,16,74,476,388,687.png,512,512
abdominal,14,77,481,385,693.png,512,512
abdominal,12,79,487,383,699.png,512,512
abdominal,10,81,489,380,705.png,512,512
abdominal,12,83,490,379,711.png,512,512
abdominal,10,88,494,374,717.png,512,512
abdominal,10,89,496,374,723.png,512,512
abdominal,9,95,497,366,729.png,512,512
abdominal,10,96,496,366,735.png,512,512
abdominal,8,100,501,363,741.png,512,512
abdominal,8,104,502,359,747.png,512,512
abdominal,9,108,503,354,751.png,512,512
abdominal,8,112,500,353,752.png,512,512
abdominal,8,112,501,350,753.png,512,512
lower,9,113,500,348,754.png,512,512
lower,9,114,500,348,755.png,512,512
lower,7,115,500,346,756.png,512,512
lower,9,116,500,345,757.png,512,512
lower,8,119,502,345,758.png,512,512
lower,9,119,500,343,759.png,512,512
lower,9,121,500,342,760.png,512,512
lower,8,120,499,344,761.png,512,512
lower,8,123,502,340,762.png,512,512
lower,7,123,504,337,763.png,512,512
lower,7,125,503,338,765.png,512,512
lower,7,131,504,331,767.png,512,512
lower,8,157,502,305,771.png,512,512
lower,6,160,505,302,775.png,512,512
lower,7,163,499,298,779.png,512,512
lower,8,157,502,306,783.png,512,512
lower,8,154,504,308,787.png,512,512
lower,7,152,505,312,791.png,512,512
lower,7,151,505,312,795.png,512,512
lower,6,152,506,311,799.png,512,512
lower,7,152,505,312,803.png,512,512
lower,7,150,505,313,807.png,512,512
lower,8,150,504,313,811.png,512,512
lower,6,153,506,307,815.png,512,512
lower,6,148,506,313,819.png,512,512
lower,5,150,507,311,823.png,512,512
lower,4,150,508,311,827.png,512,512
lower,5,150,507,312,831.png,512,512
lower,5,150,507,310,835.png,512,512
lower,5,152,507,310,839.png,512,512
lower,3,153,509,308,843.png,512,512
lower,4,153,508,308,847.png,512,512
lower,5,155,507,304,851.png,512,512
lower,5,157,507,304,855.png,512,512
lower,3,159,509,302,859.png,512,512
lower,3,158,509,303,863.png,512,512
lower,4,159,508,300,867.png,512,512
lower,2,161,510,298,871.png,512,512
lower,3,163,509,296,875.png,512,512
lower,3,163,509,295,879.png,512,512
lower,2,165,510,294,883.png,512,512
lower,3,168,509,290,887.png,512,512
lower,3,170,509,289,891.png,512,512
lower,5,171,507,287,895.png,512,512
lower,5,170,507,285,899.png,512,512
