label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,73,116,337,246,1.png,512,512
abdominal,101,127,308,236,10.png,512,512
abdominal,34,138,442,224,100.png,512,512
abdominal,28,139,448,223,106.png,512,512
abdominal,100,128,308,236,11.png,512,512
abdominal,25,140,453,222,110.png,512,512
abdominal,25,140,455,221,112.png,512,512
abdominal,26,138,453,224,113.png,512,512
lower,25,139,453,223,114.png,512,512
lower,27,140,451,221,116.png,512,512
lower,28,140,450,222,118.png,512,512
lower,29,142,451,218,119.png,512,512
abdominal,101,128,307,236,12.png,512,512
lower,36,146,441,215,127.png,512,512
lower,37,150,440,212,130.png,512,512
lower,33,153,443,208,134.png,512,512
lower,31,155,445,207,139.png,512,512
abdominal,99,127,308,237,14.png,512,512
lower,26,157,449,204,143.png,512,512
lower,27,160,449,201,149.png,512,512
abdominal,98,121,309,241,21.png,512,512
abdominal,93,117,314,246,30.png,512,512
abdominal,88,127,321,233,38.png,512,512
abdominal,87,131,324,229,45.png,512,512
abdominal,82,136,330,226,56.png,512,512
abdominal,79,138,338,225,65.png,512,512
abdominal,68,139,376,225,79.png,512,512
abdominal,56,140,402,221,86.png,512,512
abdominal,45,138,421,223,92.png,512,512
abdominal,38,137,434,225,97.png,512,512
