label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,4,122,499,265,147.png,512,512
upper,1,119,500,266,153.png,512,512
upper,0,118,504,268,159.png,512,512
upper,1,117,503,270,163.png,512,512
upper,1,114,506,273,171.png,512,512
upper,2,114,505,274,179.png,512,512
upper,0,111,507,278,187.png,512,512
upper,3,110,504,279,195.png,512,512
upper,3,108,505,283,203.png,512,512
upper,4,106,508,283,211.png,512,512
upper,5,106,507,284,219.png,512,512
upper,8,104,504,288,227.png,512,512
upper,8,102,504,291,235.png,512,512
upper,10,99,502,293,243.png,512,512
upper,15,96,497,297,251.png,512,512
upper,8,94,504,300,259.png,512,512
upper,8,90,504,304,267.png,512,512
upper,7,88,505,305,275.png,512,512
upper,7,87,505,306,283.png,512,512
upper,3,83,509,308,291.png,512,512
upper,3,81,509,306,299.png,512,512
abdominal,4,80,508,306,302.png,512,512
abdominal,3,80,509,305,303.png,512,512
abdominal,3,80,509,306,304.png,512,512
abdominal,2,80,510,306,305.png,512,512
abdominal,3,82,509,304,306.png,512,512
abdominal,3,81,509,305,307.png,512,512
abdominal,4,82,508,303,308.png,512,512
abdominal,3,81,509,304,309.png,512,512
abdominal,5,80,507,305,313.png,512,512
abdominal,4,78,508,307,317.png,512,512
abdominal,5,78,507,306,321.png,512,512
abdominal,6,78,506,307,325.png,512,512
abdominal,7,78,505,307,329.png,512,512
abdominal,8,78,504,308,333.png,512,512
abdominal,10,79,502,307,337.png,512,512
abdominal,12,79,500,305,341.png,512,512
abdominal,13,80,499,302,345.png,512,512
abdominal,16,82,496,299,353.png,512,512
abdominal,22,86,490,295,361.png,512,512
abdominal,23,86,489,296,362.png,512,512
abdominal,22,87,471,294,363.png,512,512
abdominal,24,89,466,292,365.png,512,512
abdominal,26,86,463,296,367.png,512,512
abdominal,25,85,462,296,368.png,512,512
abdominal,28,85,458,296,371.png,512,512
abdominal,31,84,453,296,373.png,512,512
abdominal,35,83,445,296,377.png,512,512
abdominal,37,83,437,297,381.png,512,512
abdominal,37,83,435,296,385.png,512,512
abdominal,39,81,430,298,389.png,512,512
abdominal,40,80,430,296,393.png,512,512
abdominal,44,80,427,296,397.png,512,512
abdominal,46,78,428,297,401.png,512,512
abdominal,46,77,427,297,409.png,512,512
abdominal,44,73,431,300,417.png,512,512
abdominal,44,72,433,304,425.png,512,512
abdominal,43,72,434,305,433.png,512,512
abdominal,44,71,434,308,441.png,512,512
abdominal,44,72,433,308,449.png,512,512
abdominal,48,70,429,310,457.png,512,512
abdominal,49,72,430,308,465.png,512,512
abdominal,49,71,435,310,473.png,512,512
abdominal,48,69,441,312,481.png,512,512
abdominal,44,69,445,312,489.png,512,512
abdominal,42,72,449,307,497.png,512,512
abdominal,42,73,452,306,505.png,512,512
abdominal,44,76,452,302,513.png,512,512
abdominal,44,78,456,303,521.png,512,512
abdominal,40,80,464,302,529.png,512,512
abdominal,35,82,471,300,537.png,512,512
abdominal,31,86,476,299,545.png,512,512
abdominal,29,87,477,298,553.png,512,512
abdominal,27,90,483,298,561.png,512,512
abdominal,27,91,483,300,569.png,512,512
abdominal,27,91,485,302,577.png,512,512
abdominal,27,93,485,302,585.png,512,512
abdominal,26,91,486,304,591.png,512,512
abdominal,26,93,486,302,599.png,512,512
abdominal,28,91,484,306,607.png,512,512
abdominal,28,90,484,308,615.png,512,512
abdominal,29,89,483,309,623.png,512,512
abdominal,28,88,484,312,631.png,512,512
abdominal,27,88,485,311,639.png,512,512
abdominal,26,87,486,310,647.png,512,512
abdominal,25,87,487,310,655.png,512,512
abdominal,25,86,487,311,663.png,512,512
abdominal,25,84,487,312,671.png,512,512
abdominal,25,85,487,311,679.png,512,512
abdominal,24,83,488,313,687.png,512,512
abdominal,23,86,489,310,695.png,512,512
abdominal,22,85,490,312,703.png,512,512
abdominal,22,85,490,312,709.png,512,512
abdominal,21,86,491,310,711.png,512,512
abdominal,22,84,490,313,713.png,512,512
abdominal,21,84,491,312,715.png,512,512
abdominal,22,87,490,309,717.png,512,512
lower,22,87,490,310,718.png,512,512
lower,22,86,490,312,719.png,512,512
lower,22,87,490,310,720.png,512,512
lower,21,86,491,310,721.png,512,512
lower,22,84,490,313,722.png,512,512
lower,21,87,491,310,723.png,512,512
lower,22,86,490,311,725.png,512,512
lower,21,87,491,310,727.png,512,512
lower,20,88,492,309,729.png,512,512
lower,22,88,490,310,731.png,512,512
lower,21,89,491,309,733.png,512,512
lower,22,87,490,312,735.png,512,512
lower,22,91,490,307,741.png,512,512
lower,22,93,490,306,747.png,512,512
lower,22,97,490,303,753.png,512,512
lower,23,99,489,300,759.png,512,512
lower,23,102,489,298,765.png,512,512
lower,22,106,490,294,771.png,512,512
lower,22,109,490,293,777.png,512,512
lower,24,111,488,289,783.png,512,512
lower,23,115,489,286,789.png,512,512
lower,22,120,490,281,795.png,512,512
lower,24,122,488,279,801.png,512,512
lower,24,126,488,274,807.png,512,512
lower,25,129,487,272,813.png,512,512
lower,24,131,488,270,819.png,512,512
lower,25,134,487,266,825.png,512,512
lower,27,139,485,259,831.png,512,512
lower,27,143,485,255,837.png,512,512
lower,26,147,486,251,843.png,512,512
lower,27,150,485,247,849.png,512,512
lower,27,153,485,242,855.png,512,512
lower,27,158,485,236,861.png,512,512
lower,27,165,485,228,867.png,512,512
lower,28,163,484,227,873.png,512,512
lower,29,164,483,223,879.png,512,512
lower,29,166,483,221,883.png,512,512
lower,30,166,482,220,889.png,512,512
lower,31,167,481,217,895.png,512,512
lower,31,168,481,214,901.png,512,512
lower,34,154,478,225,909.png,512,512
lower,37,167,475,212,915.png,512,512
lower,37,168,475,208,921.png,512,512
