label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,48,141,462,250,107.png,512,512
upper,50,138,397,251,113.png,512,512
upper,55,133,384,257,119.png,512,512
upper,60,132,375,257,125.png,512,512
upper,64,132,365,259,131.png,512,512
upper,67,136,358,251,137.png,512,512
abdominal,69,134,353,257,140.png,512,512
abdominal,71,134,351,253,141.png,512,512
abdominal,71,136,347,251,142.png,512,512
abdominal,72,137,346,249,143.png,512,512
abdominal,71,134,346,251,144.png,512,512
abdominal,72,136,344,252,145.png,512,512
abdominal,74,135,339,252,146.png,512,512
abdominal,73,136,339,251,147.png,512,512
abdominal,74,136,337,249,148.png,512,512
abdominal,74,134,337,252,149.png,512,512
abdominal,78,132,332,252,151.png,512,512
abdominal,79,135,328,249,153.png,512,512
abdominal,81,136,326,248,155.png,512,512
abdominal,81,136,323,249,157.png,512,512
abdominal,81,134,324,249,159.png,512,512
abdominal,81,134,323,249,161.png,512,512
abdominal,81,134,324,250,163.png,512,512
abdominal,83,134,321,249,165.png,512,512
abdominal,83,132,321,251,167.png,512,512
abdominal,84,132,319,251,169.png,512,512
abdominal,87,131,318,251,171.png,512,512
abdominal,86,131,319,251,173.png,512,512
abdominal,87,132,318,249,175.png,512,512
abdominal,86,130,318,250,177.png,512,512
abdominal,84,133,319,246,179.png,512,512
abdominal,81,134,321,245,181.png,512,512
abdominal,84,137,318,240,185.png,512,512
abdominal,83,142,318,233,189.png,512,512
abdominal,83,150,317,224,193.png,512,512
abdominal,83,157,319,215,197.png,512,512
abdominal,83,162,314,207,201.png,512,512
abdominal,84,164,316,204,205.png,512,512
abdominal,83,168,315,199,209.png,512,512
abdominal,81,168,320,196,213.png,512,512
abdominal,82,171,320,192,217.png,512,512
abdominal,81,171,323,191,221.png,512,512
abdominal,81,171,323,192,225.png,512,512
abdominal,81,168,323,190,229.png,512,512
abdominal,80,168,323,188,233.png,512,512
abdominal,84,168,318,188,237.png,512,512
abdominal,87,168,311,192,241.png,512,512
abdominal,87,168,310,201,245.png,512,512
abdominal,81,172,315,199,249.png,512,512
abdominal,74,174,328,201,253.png,512,512
abdominal,71,180,337,196,257.png,512,512
abdominal,69,182,342,197,261.png,512,512
abdominal,69,181,346,199,265.png,512,512
abdominal,69,182,349,199,269.png,512,512
abdominal,69,177,349,206,273.png,512,512
abdominal,68,178,352,206,277.png,512,512
abdominal,67,179,352,202,278.png,512,512
abdominal,67,177,350,207,279.png,512,512
abdominal,65,179,352,205,280.png,512,512
abdominal,66,180,354,203,281.png,512,512
abdominal,67,178,354,207,282.png,512,512
abdominal,68,179,352,204,283.png,512,512
lower,65,180,356,202,284.png,512,512
lower,64,179,357,205,285.png,512,512
lower,64,181,357,204,286.png,512,512
lower,63,180,357,205,287.png,512,512
lower,62,181,358,204,288.png,512,512
lower,61,179,360,204,289.png,512,512
lower,60,181,361,202,290.png,512,512
lower,58,182,362,200,291.png,512,512
lower,57,180,364,203,292.png,512,512
lower,57,182,363,202,293.png,512,512
lower,56,182,366,202,294.png,512,512
lower,55,182,368,200,295.png,512,512
lower,52,184,370,197,296.png,512,512
lower,51,184,371,200,297.png,512,512
lower,51,184,372,197,298.png,512,512
lower,49,183,373,200,299.png,512,512
lower,50,184,373,200,300.png,512,512
lower,49,184,375,201,301.png,512,512
lower,48,183,376,204,302.png,512,512
lower,47,185,378,200,303.png,512,512
lower,46,182,381,204,304.png,512,512
lower,46,184,379,201,305.png,512,512
lower,44,183,386,202,306.png,512,512
lower,45,181,385,203,307.png,512,512
lower,41,179,392,205,309.png,512,512
lower,40,179,394,206,311.png,512,512
lower,39,176,397,209,313.png,512,512
lower,38,174,400,210,315.png,512,512
lower,37,173,401,211,317.png,512,512
lower,37,169,404,214,319.png,512,512
lower,34,171,408,212,321.png,512,512
lower,33,169,410,211,323.png,512,512
lower,34,166,410,215,325.png,512,512
lower,32,171,411,211,327.png,512,512
lower,33,169,413,214,329.png,512,512
lower,33,171,411,211,331.png,512,512
lower,32,173,411,207,333.png,512,512
lower,31,177,411,204,335.png,512,512
