label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
abdominal,57,57,384,306,100.png,512,512
abdominal,57,53,388,310,104.png,512,512
abdominal,56,48,391,313,108.png,512,512
abdominal,55,41,392,320,112.png,512,512
abdominal,56,40,396,321,116.png,512,512
abdominal,54,36,400,325,120.png,512,512
abdominal,54,36,400,325,124.png,512,512
abdominal,54,35,399,328,128.png,512,512
abdominal,54,38,396,325,132.png,512,512
abdominal,54,39,397,324,136.png,512,512
abdominal,54,47,394,316,140.png,512,512
abdominal,57,54,391,309,144.png,512,512
abdominal,61,59,387,305,148.png,512,512
upper,40,133,458,219,15.png,512,512
abdominal,63,63,381,301,151.png,512,512
abdominal,67,69,373,292,155.png,512,512
abdominal,67,76,382,288,159.png,512,512
upper,35,132,464,221,16.png,512,512
abdominal,71,80,384,283,162.png,512,512
abdominal,71,84,389,280,166.png,512,512
upper,33,135,468,217,17.png,512,512
abdominal,66,89,401,274,170.png,512,512
abdominal,67,91,403,274,171.png,512,512
abdominal,65,91,402,274,172.png,512,512
abdominal,65,93,403,270,173.png,512,512
abdominal,63,93,406,271,174.png,512,512
abdominal,63,97,406,266,175.png,512,512
lower,63,98,408,266,176.png,512,512
lower,61,99,409,264,177.png,512,512
lower,59,102,411,261,178.png,512,512
lower,59,102,413,261,179.png,512,512
upper,30,135,473,218,18.png,512,512
lower,56,104,421,258,180.png,512,512
lower,55,108,417,253,181.png,512,512
lower,55,110,417,250,182.png,512,512
lower,54,115,418,246,184.png,512,512
lower,53,122,417,236,186.png,512,512
lower,53,125,415,232,188.png,512,512
upper,29,139,473,212,19.png,512,512
lower,52,132,417,225,190.png,512,512
lower,48,151,423,207,191.png,512,512
lower,46,152,426,203,193.png,512,512
lower,46,148,426,206,195.png,512,512
lower,45,150,428,205,197.png,512,512
lower,45,153,429,202,199.png,512,512
upper,26,142,478,210,20.png,512,512
lower,44,152,430,202,200.png,512,512
lower,44,155,429,198,202.png,512,512
lower,44,157,428,195,204.png,512,512
lower,45,159,426,195,206.png,512,512
lower,46,163,425,190,208.png,512,512
upper,24,153,480,200,21.png,512,512
lower,48,165,421,187,211.png,512,512
lower,48,168,419,185,213.png,512,512
upper,24,152,481,202,22.png,512,512
upper,22,153,482,200,23.png,512,512
upper,20,155,484,199,24.png,512,512
upper,16,153,488,201,26.png,512,512
upper,14,152,490,204,28.png,512,512
upper,10,148,495,206,30.png,512,512
upper,8,144,496,212,32.png,512,512
upper,7,140,497,216,34.png,512,512
upper,4,139,499,217,36.png,512,512
upper,1,136,503,219,38.png,512,512
upper,1,136,502,221,40.png,512,512
upper,0,134,504,223,42.png,512,512
upper,0,130,504,228,44.png,512,512
upper,0,125,504,234,46.png,512,512
upper,0,119,503,241,48.png,512,512
upper,0,116,504,245,50.png,512,512
upper,0,116,503,244,52.png,512,512
upper,0,113,503,248,54.png,512,512
upper,0,110,504,250,56.png,512,512
upper,0,106,460,254,58.png,512,512
abdominal,0,105,460,256,59.png,512,512
abdominal,0,102,460,260,60.png,512,512
abdominal,1,101,458,261,61.png,512,512
abdominal,0,98,458,263,62.png,512,512
abdominal,0,97,458,264,63.png,512,512
abdominal,1,98,456,262,64.png,512,512
abdominal,0,93,454,267,66.png,512,512
abdominal,0,88,452,272,68.png,512,512
abdominal,0,86,450,274,70.png,512,512
abdominal,48,82,400,278,72.png,512,512
abdominal,50,78,393,282,74.png,512,512
abdominal,52,76,391,283,76.png,512,512
abdominal,56,74,380,286,78.png,512,512
abdominal,57,71,374,290,80.png,512,512
abdominal,59,72,372,290,82.png,512,512
abdominal,58,72,374,289,84.png,512,512
abdominal,58,69,375,291,86.png,512,512
abdominal,59,68,374,295,88.png,512,512
abdominal,59,67,376,294,90.png,512,512
abdominal,58,63,376,298,92.png,512,512
abdominal,58,62,377,298,94.png,512,512
abdominal,58,60,378,301,96.png,512,512
abdominal,56,58,382,304,98.png,512,512
