label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,0,142,494,274,156.png,512,512
upper,0,142,496,274,164.png,512,512
upper,0,135,497,281,178.png,512,512
upper,0,133,499,285,194.png,512,512
upper,0,129,502,288,206.png,512,512
upper,0,125,505,293,216.png,512,512
upper,0,125,509,293,224.png,512,512
upper,0,127,512,291,236.png,512,512
upper,2,120,510,298,254.png,512,512
upper,39,118,429,293,313.png,512,512
upper,40,118,429,293,314.png,512,512
abdominal,39,116,429,296,315.png,512,512
abdominal,39,117,430,295,316.png,512,512
abdominal,40,116,429,295,317.png,512,512
abdominal,40,116,428,294,318.png,512,512
abdominal,39,114,429,295,322.png,512,512
abdominal,37,110,433,300,332.png,512,512
abdominal,36,107,441,301,346.png,512,512
abdominal,31,99,458,307,368.png,512,512
abdominal,20,93,467,312,406.png,512,512
abdominal,23,95,465,310,416.png,512,512
abdominal,12,96,491,309,446.png,512,512
abdominal,8,96,497,310,452.png,512,512
abdominal,4,100,506,307,462.png,512,512
abdominal,3,97,506,311,470.png,512,512
abdominal,0,96,512,312,486.png,512,512
abdominal,1,95,510,315,492.png,512,512
abdominal,2,97,510,315,497.png,512,512
abdominal,1,93,511,319,506.png,512,512
abdominal,0,91,512,323,514.png,512,512
abdominal,1,94,511,327,546.png,512,512
abdominal,0,93,512,330,564.png,512,512
abdominal,1,91,511,334,584.png,512,512
abdominal,0,91,512,336,598.png,512,512
abdominal,0,92,512,336,614.png,512,512
abdominal,0,93,512,338,636.png,512,512
abdominal,0,98,512,332,652.png,512,512
abdominal,0,103,512,327,666.png,512,512
abdominal,0,105,512,325,671.png,512,512
abdominal,0,106,512,323,674.png,512,512
abdominal,0,106,512,324,675.png,512,512
abdominal,0,106,512,325,676.png,512,512
abdominal,0,106,512,324,677.png,512,512
abdominal,0,106,512,324,678.png,512,512
lower,0,108,512,323,680.png,512,512
lower,0,107,512,323,681.png,512,512
lower,0,108,512,322,683.png,512,512
lower,0,109,512,321,685.png,512,512
lower,0,110,512,319,687.png,512,512
lower,0,110,512,320,689.png,512,512
lower,0,110,512,320,691.png,512,512
lower,0,112,512,317,701.png,512,512
lower,0,114,512,313,709.png,512,512
lower,0,118,512,308,717.png,512,512
lower,0,122,512,302,725.png,512,512
lower,0,123,512,298,731.png,512,512
lower,0,125,512,295,739.png,512,512
lower,0,130,512,288,749.png,512,512
lower,0,134,512,283,757.png,512,512
lower,0,138,512,276,765.png,512,512
lower,2,150,510,263,787.png,512,512
lower,0,166,512,242,813.png,512,512
