label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,2,136,507,327,1.png,512,512
abdominal,42,136,458,315,102.png,512,512
abdominal,41,136,410,313,113.png,512,512
abdominal,40,137,408,308,129.png,512,512
abdominal,35,139,410,304,141.png,512,512
abdominal,30,142,429,300,149.png,512,512
abdominal,23,147,448,291,158.png,512,512
abdominal,23,150,454,287,165.png,512,512
abdominal,21,156,463,283,178.png,512,512
abdominal,13,159,475,278,198.png,512,512
abdominal,10,159,477,276,204.png,512,512
abdominal,6,163,490,274,233.png,512,512
abdominal,4,163,498,278,255.png,512,512
abdominal,3,161,504,279,282.png,512,512
abdominal,1,157,506,285,309.png,512,512
abdominal,1,157,507,287,327.png,512,512
abdominal,1,157,509,291,339.png,512,512
abdominal,4,128,508,332,35.png,512,512
abdominal,1,164,509,283,363.png,512,512
abdominal,0,127,512,334,37.png,512,512
abdominal,0,168,511,280,390.png,512,512
abdominal,2,127,507,335,40.png,512,512
abdominal,0,169,509,282,402.png,512,512
abdominal,3,172,507,279,408.png,512,512
abdominal,1,174,508,276,413.png,512,512
lower,1,174,507,276,414.png,512,512
lower,1,173,507,276,417.png,512,512
lower,1,175,507,274,420.png,512,512
lower,1,176,507,270,428.png,512,512
lower,1,175,507,274,431.png,512,512
lower,0,175,507,272,437.png,512,512
lower,1,171,508,280,442.png,512,512
lower,0,170,509,277,451.png,512,512
lower,1,168,507,280,466.png,512,512
lower,1,167,509,280,480.png,512,512
lower,1,172,507,272,499.png,512,512
lower,1,179,509,263,510.png,512,512
lower,1,193,507,246,530.png,512,512
lower,0,197,508,239,552.png,512,512
