label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,5,132,507,234,109.png,512,512
upper,1,123,421,240,115.png,512,512
upper,3,117,415,248,121.png,512,512
upper,72,112,340,252,127.png,512,512
upper,66,110,343,254,136.png,512,512
upper,72,116,336,246,143.png,512,512
abdominal,98,127,309,237,150.png,512,512
abdominal,99,126,309,237,151.png,512,512
abdominal,99,127,308,236,152.png,512,512
abdominal,98,126,309,237,156.png,512,512
abdominal,98,122,308,241,160.png,512,512
abdominal,91,117,314,246,172.png,512,512
abdominal,90,119,317,244,175.png,512,512
abdominal,88,127,321,234,180.png,512,512
abdominal,88,131,321,227,183.png,512,512
abdominal,86,135,324,225,188.png,512,512
abdominal,81,140,330,221,198.png,512,512
abdominal,80,141,333,221,201.png,512,512
abdominal,80,142,336,221,208.png,512,512
abdominal,80,139,338,222,211.png,512,512
