label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
upper,42,155,430,280,1.png,512,512
abdominal,69,152,357,271,120.png,512,512
abdominal,68,152,355,268,138.png,512,512
abdominal,58,157,374,263,156.png,512,512
abdominal,53,162,394,248,170.png,512,512
abdominal,53,167,399,247,179.png,512,512
abdominal,50,170,408,244,194.png,512,512
abdominal,35,152,443,281,21.png,512,512
abdominal,38,172,421,237,226.png,512,512
abdominal,33,149,447,284,23.png,512,512
abdominal,32,176,433,236,244.png,512,512
abdominal,29,180,441,234,268.png,512,512
abdominal,31,149,449,285,27.png,512,512
abdominal,27,181,444,234,277.png,512,512
abdominal,33,150,451,281,29.png,512,512
abdominal,22,179,455,234,297.png,512,512
abdominal,16,180,467,236,314.png,512,512
abdominal,8,181,483,241,343.png,512,512
abdominal,7,184,489,238,363.png,512,512
abdominal,6,185,493,236,392.png,512,512
abdominal,5,189,494,233,413.png,512,512
lower,5,185,496,236,422.png,512,512
lower,5,191,495,232,428.png,512,512
lower,4,190,493,231,440.png,512,512
lower,4,184,494,236,453.png,512,512
lower,3,180,492,240,475.png,512,512
lower,4,185,490,234,491.png,512,512
lower,5,196,491,219,529.png,512,512
lower,4,204,491,208,550.png,512,512
